,"""Africa, x""","""Africa, y""","""Africa, text""","""Africa, size""","""Americas, x""","""Americas, y""","""Americas, text""","""Americas, size""","""Asia, x""","""Asia, y""","""Asia, text""","""Asia, size""","""Europe, x""","""Europe, y""","""Europe, text""","""Europe, size""","""Oceania, x""","""Oceania, y""","""Oceania, text""","""Oceania, size"""
0,6223.367465,72.301,Country: Algeria    <br>Life Expectancy: 72.301 years    <br>GDP per capita: 6223.367465 $    <br>Population: 33.333216 million,33333216.0,12779.379640000001,75.32,Country: Argentina    <br>Life Expectancy: 75.32 years    <br>GDP per capita: 12779.37964 $    <br>Population: 40.301927 million,40301927.0,974.5803384,43.828,Country: Afghanistan    <br>Life Expectancy: 43.828 years    <br>GDP per capita: 974.5803384 $    <br>Population: 31.889923 million,31889923.0,5937.029525999999,76.423,Country: Albania    <br>Life Expectancy: 76.423 years    <br>GDP per capita: 5937.029526 $    <br>Population: 3.600523 million,3600523.0,34435.367439999995,81.235,Country: Australia    <br>Life Expectancy: 81.235 years    <br>GDP per capita: 34435.36744 $    <br>Population: 20.434176 million,20434176.0
1,4797.231267,42.731,Country: Angola    <br>Life Expectancy: 42.731 years    <br>GDP per capita: 4797.231267 $    <br>Population: 12.420476 million,12420476.0,3822.1370840000004,65.554,Country: Bolivia    <br>Life Expectancy: 65.554 years    <br>GDP per capita: 3822.137084 $    <br>Population: 9.119152 million,9119152.0,29796.048339999998,75.635,Country: Bahrain    <br>Life Expectancy: 75.635 years    <br>GDP per capita: 29796.04834 $    <br>Population: 0.708573 million,708573.0,36126.4927,79.829,Country: Austria    <br>Life Expectancy: 79.829 years    <br>GDP per capita: 36126.4927 $    <br>Population: 8.199783 million,8199783.0,25185.00911,80.204,Country: New Zealand    <br>Life Expectancy: 80.204 years    <br>GDP per capita: 25185.00911 $    <br>Population: 4.115771 million,4115771.0
2,1441.284873,56.728,Country: Benin    <br>Life Expectancy: 56.728 years    <br>GDP per capita: 1441.284873 $    <br>Population: 8.078314 million,8078314.0,9065.800825,72.39,Country: Brazil    <br>Life Expectancy: 72.39 years    <br>GDP per capita: 9065.800825 $    <br>Population: 190.010647 million,190010647.0,1391.253792,64.062,Country: Bangladesh    <br>Life Expectancy: 64.062 years    <br>GDP per capita: 1391.253792 $    <br>Population: 150.448339 million,150448339.0,33692.60508,79.441,Country: Belgium    <br>Life Expectancy: 79.441 years    <br>GDP per capita: 33692.60508 $    <br>Population: 10.392226 million,10392226.0,,,,
3,12569.851770000001,50.728,Country: Botswana    <br>Life Expectancy: 50.728 years    <br>GDP per capita: 12569.85177 $    <br>Population: 1.639131 million,1639131.0,36319.235010000004,80.653,Country: Canada    <br>Life Expectancy: 80.653 years    <br>GDP per capita: 36319.23501 $    <br>Population: 33.390141 million,33390141.0,1713.7786859999999,59.723,Country: Cambodia    <br>Life Expectancy: 59.723 years    <br>GDP per capita: 1713.778686 $    <br>Population: 14.131858 million,14131858.0,7446.298803,74.852,Country: Bosnia and Herzegovina    <br>Life Expectancy: 74.852 years    <br>GDP per capita: 7446.298803 $    <br>Population: 4.552198 million,4552198.0,,,,
4,1217.032994,52.295,Country: Burkina Faso    <br>Life Expectancy: 52.295 years    <br>GDP per capita: 1217.032994 $    <br>Population: 14.326203 million,14326203.0,13171.63885,78.553,Country: Chile    <br>Life Expectancy: 78.553 years    <br>GDP per capita: 13171.63885 $    <br>Population: 16.284741 million,16284741.0,4959.1148539999995,72.961,Country: China    <br>Life Expectancy: 72.961 years    <br>GDP per capita: 4959.114854 $    <br>Population: 1318.683096 million,1318683096.0,10680.79282,73.005,Country: Bulgaria    <br>Life Expectancy: 73.005 years    <br>GDP per capita: 10680.79282 $    <br>Population: 7.322858 million,7322858.0,,,,
5,430.07069160000003,49.58,Country: Burundi    <br>Life Expectancy: 49.58 years    <br>GDP per capita: 430.0706916 $    <br>Population: 8.390505 million,8390505.0,7006.580419,72.889,Country: Colombia    <br>Life Expectancy: 72.889 years    <br>GDP per capita: 7006.580419 $    <br>Population: 44.22755 million,44227550.0,39724.97867,82.208,"""Country: Hong Kong, China    <br>Life Expectancy: 82.208 years    <br>GDP per capita: 39724.97867 $    <br>Population: 6.980412 million""",6980412.0,14619.222719999998,75.748,Country: Croatia    <br>Life Expectancy: 75.748 years    <br>GDP per capita: 14619.22272 $    <br>Population: 4.493312 million,4493312.0,,,,
6,2042.0952399999999,50.43,Country: Cameroon    <br>Life Expectancy: 50.43 years    <br>GDP per capita: 2042.09524 $    <br>Population: 17.696293 million,17696293.0,9645.06142,78.782,Country: Costa Rica    <br>Life Expectancy: 78.782 years    <br>GDP per capita: 9645.06142 $    <br>Population: 4.133884 million,4133884.0,2452.210407,64.69800000000001,Country: India    <br>Life Expectancy: 64.698 years    <br>GDP per capita: 2452.210407 $    <br>Population: 1110.396331 million,1110396331.0,22833.30851,76.486,Country: Czech Republic    <br>Life Expectancy: 76.486 years    <br>GDP per capita: 22833.30851 $    <br>Population: 10.228744 million,10228744.0,,,,
7,706.016537,44.74100000000001,Country: Central African Republic    <br>Life Expectancy: 44.741 years    <br>GDP per capita: 706.016537 $    <br>Population: 4.369038 million,4369038.0,8948.102923,78.273,Country: Cuba    <br>Life Expectancy: 78.273 years    <br>GDP per capita: 8948.102923 $    <br>Population: 11.416987 million,11416987.0,3540.6515640000002,70.65,Country: Indonesia    <br>Life Expectancy: 70.65 years    <br>GDP per capita: 3540.651564 $    <br>Population: 223.547 million,223547000.0,35278.41874,78.332,Country: Denmark    <br>Life Expectancy: 78.332 years    <br>GDP per capita: 35278.41874 $    <br>Population: 5.46812 million,5468120.0,,,,
8,1704.0637239999999,50.651,Country: Chad    <br>Life Expectancy: 50.651 years    <br>GDP per capita: 1704.063724 $    <br>Population: 10.238807 million,10238807.0,6025.374752000001,72.235,Country: Dominican Republic    <br>Life Expectancy: 72.235 years    <br>GDP per capita: 6025.374752 $    <br>Population: 9.319622 million,9319622.0,11605.71449,70.964,Country: Iran    <br>Life Expectancy: 70.964 years    <br>GDP per capita: 11605.71449 $    <br>Population: 69.45357 million,69453570.0,33207.0844,79.313,Country: Finland    <br>Life Expectancy: 79.313 years    <br>GDP per capita: 33207.0844 $    <br>Population: 5.23846 million,5238460.0,,,,
9,986.1478792000001,65.152,Country: Comoros    <br>Life Expectancy: 65.152 years    <br>GDP per capita: 986.1478792 $    <br>Population: 0.71096 million,710960.0,6873.262326000001,74.994,Country: Ecuador    <br>Life Expectancy: 74.994 years    <br>GDP per capita: 6873.262326 $    <br>Population: 13.75568 million,13755680.0,4471.061906,59.545,Country: Iraq    <br>Life Expectancy: 59.545 years    <br>GDP per capita: 4471.061906 $    <br>Population: 27.499638 million,27499638.0,30470.0167,80.657,Country: France    <br>Life Expectancy: 80.657 years    <br>GDP per capita: 30470.0167 $    <br>Population: 61.083916 million,61083916.0,,,,
10,277.55185869999997,46.461999999999996,"""Country: Congo, Dem. Rep.    <br>Life Expectancy: 46.462 years    <br>GDP per capita: 277.5518587 $    <br>Population: 64.606759 million""",64606759.0,5728.353514,71.878,Country: El Salvador    <br>Life Expectancy: 71.878 years    <br>GDP per capita: 5728.353514 $    <br>Population: 6.939688 million,6939688.0,25523.2771,80.745,Country: Israel    <br>Life Expectancy: 80.745 years    <br>GDP per capita: 25523.2771 $    <br>Population: 6.426679 million,6426679.0,32170.37442,79.406,Country: Germany    <br>Life Expectancy: 79.406 years    <br>GDP per capita: 32170.37442 $    <br>Population: 82.400996 million,82400996.0,,,,
11,3632.557798,55.321999999999996,"""Country: Congo, Rep.    <br>Life Expectancy: 55.322 years    <br>GDP per capita: 3632.557798 $    <br>Population: 3.80061 million""",3800610.0,5186.050003,70.259,Country: Guatemala    <br>Life Expectancy: 70.259 years    <br>GDP per capita: 5186.050003 $    <br>Population: 12.572928 million,12572928.0,31656.06806,82.603,Country: Japan    <br>Life Expectancy: 82.603 years    <br>GDP per capita: 31656.06806 $    <br>Population: 127.467972 million,127467972.0,27538.41188,79.483,Country: Greece    <br>Life Expectancy: 79.483 years    <br>GDP per capita: 27538.41188 $    <br>Population: 10.70629 million,10706290.0,,,,
12,1544.750112,48.328,Country: Cote d'Ivoire    <br>Life Expectancy: 48.328 years    <br>GDP per capita: 1544.750112 $    <br>Population: 18.013409 million,18013409.0,1201.637154,60.916000000000004,Country: Haiti    <br>Life Expectancy: 60.916 years    <br>GDP per capita: 1201.637154 $    <br>Population: 8.502814 million,8502814.0,4519.461171,72.535,Country: Jordan    <br>Life Expectancy: 72.535 years    <br>GDP per capita: 4519.461171 $    <br>Population: 6.053193 million,6053193.0,18008.94444,73.33800000000001,Country: Hungary    <br>Life Expectancy: 73.338 years    <br>GDP per capita: 18008.94444 $    <br>Population: 9.956108 million,9956108.0,,,,
13,2082.4815670000003,54.791000000000004,Country: Djibouti    <br>Life Expectancy: 54.791 years    <br>GDP per capita: 2082.481567 $    <br>Population: 0.496374 million,496374.0,3548.3308460000003,70.19800000000001,Country: Honduras    <br>Life Expectancy: 70.198 years    <br>GDP per capita: 3548.330846 $    <br>Population: 7.483763 million,7483763.0,1593.06548,67.297,"""Country: Korea, Dem. Rep.    <br>Life Expectancy: 67.297 years    <br>GDP per capita: 1593.06548 $    <br>Population: 23.301725 million""",23301725.0,36180.789189999996,81.757,Country: Iceland    <br>Life Expectancy: 81.757 years    <br>GDP per capita: 36180.78919 $    <br>Population: 0.301931 million,301931.0,,,,
14,5581.180998,71.33800000000001,Country: Egypt    <br>Life Expectancy: 71.338 years    <br>GDP per capita: 5581.180998 $    <br>Population: 80.264543 million,80264543.0,7320.880262000001,72.567,Country: Jamaica    <br>Life Expectancy: 72.567 years    <br>GDP per capita: 7320.880262 $    <br>Population: 2.780132 million,2780132.0,23348.139730000003,78.623,"""Country: Korea, Rep.    <br>Life Expectancy: 78.623 years    <br>GDP per capita: 23348.13973 $    <br>Population: 49.04479 million""",49044790.0,40675.99635,78.885,Country: Ireland    <br>Life Expectancy: 78.885 years    <br>GDP per capita: 40675.99635 $    <br>Population: 4.109086 million,4109086.0,,,,
15,12154.08975,51.57899999999999,Country: Equatorial Guinea    <br>Life Expectancy: 51.579 years    <br>GDP per capita: 12154.08975 $    <br>Population: 0.551201 million,551201.0,11977.57496,76.195,Country: Mexico    <br>Life Expectancy: 76.195 years    <br>GDP per capita: 11977.57496 $    <br>Population: 108.700891 million,108700891.0,47306.98978,77.58800000000001,Country: Kuwait    <br>Life Expectancy: 77.588 years    <br>GDP per capita: 47306.98978 $    <br>Population: 2.505559 million,2505559.0,28569.7197,80.546,Country: Italy    <br>Life Expectancy: 80.546 years    <br>GDP per capita: 28569.7197 $    <br>Population: 58.147733 million,58147733.0,,,,
16,641.3695236000001,58.04,Country: Eritrea    <br>Life Expectancy: 58.04 years    <br>GDP per capita: 641.3695236 $    <br>Population: 4.906585 million,4906585.0,2749.320965,72.899,Country: Nicaragua    <br>Life Expectancy: 72.899 years    <br>GDP per capita: 2749.320965 $    <br>Population: 5.675356 million,5675356.0,10461.05868,71.993,Country: Lebanon    <br>Life Expectancy: 71.993 years    <br>GDP per capita: 10461.05868 $    <br>Population: 3.921278 million,3921278.0,9253.896111,74.543,Country: Montenegro    <br>Life Expectancy: 74.543 years    <br>GDP per capita: 9253.896111 $    <br>Population: 0.684736 million,684736.0,,,,
17,690.8055759,52.946999999999996,Country: Ethiopia    <br>Life Expectancy: 52.947 years    <br>GDP per capita: 690.8055759 $    <br>Population: 76.511887 million,76511887.0,9809.185636,75.53699999999999,Country: Panama    <br>Life Expectancy: 75.537 years    <br>GDP per capita: 9809.185636 $    <br>Population: 3.242173 million,3242173.0,12451.6558,74.241,Country: Malaysia    <br>Life Expectancy: 74.241 years    <br>GDP per capita: 12451.6558 $    <br>Population: 24.821286 million,24821286.0,36797.93332,79.762,Country: Netherlands    <br>Life Expectancy: 79.762 years    <br>GDP per capita: 36797.93332 $    <br>Population: 16.570613 million,16570613.0,,,,
18,13206.48452,56.735,Country: Gabon    <br>Life Expectancy: 56.735 years    <br>GDP per capita: 13206.48452 $    <br>Population: 1.454867 million,1454867.0,4172.838464,71.752,Country: Paraguay    <br>Life Expectancy: 71.752 years    <br>GDP per capita: 4172.838464 $    <br>Population: 6.667147 million,6667147.0,3095.7722710000003,66.803,Country: Mongolia    <br>Life Expectancy: 66.803 years    <br>GDP per capita: 3095.772271 $    <br>Population: 2.874127 million,2874127.0,49357.19017,80.196,Country: Norway    <br>Life Expectancy: 80.196 years    <br>GDP per capita: 49357.19017 $    <br>Population: 4.627926 million,4627926.0,,,,
19,752.7497265,59.448,Country: Gambia    <br>Life Expectancy: 59.448 years    <br>GDP per capita: 752.7497265 $    <br>Population: 1.688359 million,1688359.0,7408.905561,71.421,Country: Peru    <br>Life Expectancy: 71.421 years    <br>GDP per capita: 7408.905561 $    <br>Population: 28.674757 million,28674757.0,944.0,62.068999999999996,Country: Myanmar    <br>Life Expectancy: 62.069 years    <br>GDP per capita: 944.0 $    <br>Population: 47.76198 million,47761980.0,15389.924680000002,75.563,Country: Poland    <br>Life Expectancy: 75.563 years    <br>GDP per capita: 15389.92468 $    <br>Population: 38.518241 million,38518241.0,,,,
20,1327.60891,60.022,Country: Ghana    <br>Life Expectancy: 60.022 years    <br>GDP per capita: 1327.60891 $    <br>Population: 22.873338 million,22873338.0,19328.70901,78.74600000000001,Country: Puerto Rico    <br>Life Expectancy: 78.746 years    <br>GDP per capita: 19328.70901 $    <br>Population: 3.942491 million,3942491.0,1091.359778,63.785,Country: Nepal    <br>Life Expectancy: 63.785 years    <br>GDP per capita: 1091.359778 $    <br>Population: 28.90179 million,28901790.0,20509.64777,78.098,Country: Portugal    <br>Life Expectancy: 78.098 years    <br>GDP per capita: 20509.64777 $    <br>Population: 10.642836 million,10642836.0,,,,
21,942.6542111,56.007,Country: Guinea    <br>Life Expectancy: 56.007 years    <br>GDP per capita: 942.6542111 $    <br>Population: 9.947814 million,9947814.0,18008.50924,69.819,Country: Trinidad and Tobago    <br>Life Expectancy: 69.819 years    <br>GDP per capita: 18008.50924 $    <br>Population: 1.056608 million,1056608.0,22316.19287,75.64,Country: Oman    <br>Life Expectancy: 75.64 years    <br>GDP per capita: 22316.19287 $    <br>Population: 3.204897 million,3204897.0,10808.47561,72.476,Country: Romania    <br>Life Expectancy: 72.476 years    <br>GDP per capita: 10808.47561 $    <br>Population: 22.276056 million,22276056.0,,,,
22,579.2317429999999,46.388000000000005,Country: Guinea-Bissau    <br>Life Expectancy: 46.388 years    <br>GDP per capita: 579.231743 $    <br>Population: 1.472041 million,1472041.0,42951.65309,78.242,Country: United States    <br>Life Expectancy: 78.242 years    <br>GDP per capita: 42951.65309 $    <br>Population: 301.139947 million,301139947.0,2605.94758,65.483,Country: Pakistan    <br>Life Expectancy: 65.483 years    <br>GDP per capita: 2605.94758 $    <br>Population: 169.270617 million,169270617.0,9786.534714,74.002,Country: Serbia    <br>Life Expectancy: 74.002 years    <br>GDP per capita: 9786.534714 $    <br>Population: 10.150265 million,10150265.0,,,,
23,1463.249282,54.11,Country: Kenya    <br>Life Expectancy: 54.11 years    <br>GDP per capita: 1463.249282 $    <br>Population: 35.610177 million,35610177.0,10611.46299,76.384,Country: Uruguay    <br>Life Expectancy: 76.384 years    <br>GDP per capita: 10611.46299 $    <br>Population: 3.447496 million,3447496.0,3190.481016,71.688,Country: Philippines    <br>Life Expectancy: 71.688 years    <br>GDP per capita: 3190.481016 $    <br>Population: 91.077287 million,91077287.0,18678.31435,74.663,Country: Slovak Republic    <br>Life Expectancy: 74.663 years    <br>GDP per capita: 18678.31435 $    <br>Population: 5.447502 million,5447502.0,,,,
24,1569.331442,42.592,Country: Lesotho    <br>Life Expectancy: 42.592 years    <br>GDP per capita: 1569.331442 $    <br>Population: 2.012649 million,2012649.0,11415.805690000001,73.747,Country: Venezuela    <br>Life Expectancy: 73.747 years    <br>GDP per capita: 11415.80569 $    <br>Population: 26.084662 million,26084662.0,21654.83194,72.777,Country: Saudi Arabia    <br>Life Expectancy: 72.777 years    <br>GDP per capita: 21654.83194 $    <br>Population: 27.601038 million,27601038.0,25768.25759,77.926,Country: Slovenia    <br>Life Expectancy: 77.926 years    <br>GDP per capita: 25768.25759 $    <br>Population: 2.009245 million,2009245.0,,,,
25,414.5073415,45.678000000000004,Country: Liberia    <br>Life Expectancy: 45.678 years    <br>GDP per capita: 414.5073415 $    <br>Population: 3.193942 million,3193942.0,,,,,47143.179639999995,79.972,Country: Singapore    <br>Life Expectancy: 79.972 years    <br>GDP per capita: 47143.17964 $    <br>Population: 4.553009 million,4553009.0,28821.0637,80.941,Country: Spain    <br>Life Expectancy: 80.941 years    <br>GDP per capita: 28821.0637 $    <br>Population: 40.448191 million,40448191.0,,,,
26,12057.49928,73.952,Country: Libya    <br>Life Expectancy: 73.952 years    <br>GDP per capita: 12057.49928 $    <br>Population: 6.036914 million,6036914.0,,,,,3970.0954070000003,72.396,Country: Sri Lanka    <br>Life Expectancy: 72.396 years    <br>GDP per capita: 3970.095407 $    <br>Population: 20.378239 million,20378239.0,33859.74835,80.884,Country: Sweden    <br>Life Expectancy: 80.884 years    <br>GDP per capita: 33859.74835 $    <br>Population: 9.031088 million,9031088.0,,,,
27,1044.770126,59.443000000000005,Country: Madagascar    <br>Life Expectancy: 59.443 years    <br>GDP per capita: 1044.770126 $    <br>Population: 19.167654 million,19167654.0,,,,,4184.548089,74.143,Country: Syria    <br>Life Expectancy: 74.143 years    <br>GDP per capita: 4184.548089 $    <br>Population: 19.314747 million,19314747.0,37506.419069999996,81.70100000000001,Country: Switzerland    <br>Life Expectancy: 81.701 years    <br>GDP per capita: 37506.41907 $    <br>Population: 7.554661 million,7554661.0,,,,
28,759.3499101,48.303000000000004,Country: Malawi    <br>Life Expectancy: 48.303 years    <br>GDP per capita: 759.3499101 $    <br>Population: 13.327079 million,13327079.0,,,,,28718.27684,78.4,Country: Taiwan    <br>Life Expectancy: 78.4 years    <br>GDP per capita: 28718.27684 $    <br>Population: 23.174294 million,23174294.0,8458.276384,71.777,Country: Turkey    <br>Life Expectancy: 71.777 years    <br>GDP per capita: 8458.276384 $    <br>Population: 71.158647 million,71158647.0,,,,
29,1042.581557,54.467,Country: Mali    <br>Life Expectancy: 54.467 years    <br>GDP per capita: 1042.581557 $    <br>Population: 12.031795 million,12031795.0,,,,,7458.3963269999995,70.616,Country: Thailand    <br>Life Expectancy: 70.616 years    <br>GDP per capita: 7458.396327 $    <br>Population: 65.068149 million,65068149.0,33203.26128,79.425,Country: United Kingdom    <br>Life Expectancy: 79.425 years    <br>GDP per capita: 33203.26128 $    <br>Population: 60.776238 million,60776238.0,,,,
30,1803.1514960000002,64.164,Country: Mauritania    <br>Life Expectancy: 64.164 years    <br>GDP per capita: 1803.151496 $    <br>Population: 3.270065 million,3270065.0,,,,,2441.576404,74.249,Country: Vietnam    <br>Life Expectancy: 74.249 years    <br>GDP per capita: 2441.576404 $    <br>Population: 85.262356 million,85262356.0,,,,,,,,
31,10956.99112,72.801,Country: Mauritius    <br>Life Expectancy: 72.801 years    <br>GDP per capita: 10956.99112 $    <br>Population: 1.250882 million,1250882.0,,,,,3025.349798,73.422,Country: West Bank and Gaza    <br>Life Expectancy: 73.422 years    <br>GDP per capita: 3025.349798 $    <br>Population: 4.018332 million,4018332.0,,,,,,,,
32,3820.17523,71.164,Country: Morocco    <br>Life Expectancy: 71.164 years    <br>GDP per capita: 3820.17523 $    <br>Population: 33.757175 million,33757175.0,,,,,2280.769906,62.698,"""Country: Yemen, Rep.    <br>Life Expectancy: 62.698 years    <br>GDP per capita: 2280.769906 $    <br>Population: 22.211743 million""",22211743.0,,,,,,,,
33,823.6856205,42.082,Country: Mozambique    <br>Life Expectancy: 42.082 years    <br>GDP per capita: 823.6856205 $    <br>Population: 19.951656 million,19951656.0,,,,,,,,,,,,,,,,
34,4811.060429,52.906000000000006,Country: Namibia    <br>Life Expectancy: 52.906 years    <br>GDP per capita: 4811.060429 $    <br>Population: 2.05508 million,2055080.0,,,,,,,,,,,,,,,,
35,619.6768923999999,56.867,Country: Niger    <br>Life Expectancy: 56.867 years    <br>GDP per capita: 619.6768924 $    <br>Population: 12.894865 million,12894865.0,,,,,,,,,,,,,,,,
36,2013.9773050000001,46.858999999999995,Country: Nigeria    <br>Life Expectancy: 46.859 years    <br>GDP per capita: 2013.977305 $    <br>Population: 135.031164 million,135031164.0,,,,,,,,,,,,,,,,
37,7670.122558,76.442,Country: Reunion    <br>Life Expectancy: 76.442 years    <br>GDP per capita: 7670.122558 $    <br>Population: 0.798094 million,798094.0,,,,,,,,,,,,,,,,
38,863.0884639000001,46.242,Country: Rwanda    <br>Life Expectancy: 46.242 years    <br>GDP per capita: 863.0884639 $    <br>Population: 8.860588 million,8860588.0,,,,,,,,,,,,,,,,
39,1598.435089,65.528,Country: Sao Tome and Principe    <br>Life Expectancy: 65.528 years    <br>GDP per capita: 1598.435089 $    <br>Population: 0.199579 million,199579.0,,,,,,,,,,,,,,,,
40,1712.4721359999999,63.062,Country: Senegal    <br>Life Expectancy: 63.062 years    <br>GDP per capita: 1712.472136 $    <br>Population: 12.267493 million,12267493.0,,,,,,,,,,,,,,,,
41,862.5407561000001,42.568000000000005,Country: Sierra Leone    <br>Life Expectancy: 42.568 years    <br>GDP per capita: 862.5407561 $    <br>Population: 6.144562 million,6144562.0,,,,,,,,,,,,,,,,
42,926.1410683,48.159,Country: Somalia    <br>Life Expectancy: 48.159 years    <br>GDP per capita: 926.1410683 $    <br>Population: 9.118773 million,9118773.0,,,,,,,,,,,,,,,,
43,9269.657808,49.339,Country: South Africa    <br>Life Expectancy: 49.339 years    <br>GDP per capita: 9269.657808 $    <br>Population: 43.997828 million,43997828.0,,,,,,,,,,,,,,,,
44,2602.394995,58.556000000000004,Country: Sudan    <br>Life Expectancy: 58.556 years    <br>GDP per capita: 2602.394995 $    <br>Population: 42.292929 million,42292929.0,,,,,,,,,,,,,,,,
45,4513.480643,39.613,Country: Swaziland    <br>Life Expectancy: 39.613 years    <br>GDP per capita: 4513.480643 $    <br>Population: 1.133066 million,1133066.0,,,,,,,,,,,,,,,,
46,1107.482182,52.516999999999996,Country: Tanzania    <br>Life Expectancy: 52.517 years    <br>GDP per capita: 1107.482182 $    <br>Population: 38.13964 million,38139640.0,,,,,,,,,,,,,,,,
47,882.9699437999999,58.42,Country: Togo    <br>Life Expectancy: 58.42 years    <br>GDP per capita: 882.9699438 $    <br>Population: 5.701579 million,5701579.0,,,,,,,,,,,,,,,,
48,7092.923025,73.923,Country: Tunisia    <br>Life Expectancy: 73.923 years    <br>GDP per capita: 7092.923025 $    <br>Population: 10.276158 million,10276158.0,,,,,,,,,,,,,,,,
49,1056.3801210000001,51.542,Country: Uganda    <br>Life Expectancy: 51.542 years    <br>GDP per capita: 1056.380121 $    <br>Population: 29.170398 million,29170398.0,,,,,,,,,,,,,,,,
50,1271.211593,42.38399999999999,Country: Zambia    <br>Life Expectancy: 42.384 years    <br>GDP per capita: 1271.211593 $    <br>Population: 11.746035 million,11746035.0,,,,,,,,,,,,,,,,
51,469.70929810000007,43.486999999999995,Country: Zimbabwe    <br>Life Expectancy: 43.487 years    <br>GDP per capita: 469.7092981 $    <br>Population: 12.311143 million,12311143.0,,,,,,,,,,,,,,,,
