,code_point,char,utf8,name,multiascii,ascii
676,U+02A4,ʤ,caa4,LATIN SMALL LETTER DEZH DIGRAPH,,
677,U+02A5,ʥ,caa5,LATIN SMALL LETTER DZ DIGRAPH WITH CURL,,
678,U+02A6,ʦ,caa6,LATIN SMALL LETTER TS DIGRAPH,,
679,U+02A7,ʧ,caa7,LATIN SMALL LETTER TESH DIGRAPH,,
680,U+02A8,ʨ,caa8,LATIN SMALL LETTER TC DIGRAPH WITH CURL,,
681,U+02A9,ʩ,caa9,LATIN SMALL LETTER FENG DIGRAPH,,
682,U+02AA,ʪ,caaa,LATIN SMALL LETTER LS DIGRAPH,,
683,U+02AB,ʫ,caab,LATIN SMALL LETTER LZ DIGRAPH,,
684,U+02AC,ʬ,caac,LATIN LETTER BILABIAL PERCUSSIVE,,
685,U+02AD,ʭ,caad,LATIN LETTER BIDENTAL PERCUSSIVE,,
686,U+02AE,ʮ,caae,LATIN SMALL LETTER TURNED H WITH FISHHOOK,,
687,U+02AF,ʯ,caaf,LATIN SMALL LETTER TURNED H WITH FISHHOOK AND TAIL,,
688,U+02B0,ʰ,cab0,MODIFIER LETTER SMALL H,,
689,U+02B1,ʱ,cab1,MODIFIER LETTER SMALL H WITH HOOK,,
690,U+02B2,ʲ,cab2,MODIFIER LETTER SMALL J,,
691,U+02B3,ʳ,cab3,MODIFIER LETTER SMALL R,,
692,U+02B4,ʴ,cab4,MODIFIER LETTER SMALL TURNED R,,
693,U+02B5,ʵ,cab5,MODIFIER LETTER SMALL TURNED R WITH HOOK,,
694,U+02B6,ʶ,cab6,MODIFIER LETTER SMALL CAPITAL INVERTED R,,
695,U+02B7,ʷ,cab7,MODIFIER LETTER SMALL W,,
696,U+02B8,ʸ,cab8,MODIFIER LETTER SMALL Y,,
697,U+02B9,ʹ,cab9,MODIFIER LETTER PRIME,,
698,U+02BA,ʺ,caba,MODIFIER LETTER DOUBLE PRIME,,
699,U+02BB,ʻ,cabb,MODIFIER LETTER TURNED COMMA,,
700,U+02BC,ʼ,cabc,MODIFIER LETTER APOSTROPHE,,
701,U+02BD,ʽ,cabd,MODIFIER LETTER REVERSED COMMA,,
702,U+02BE,ʾ,cabe,MODIFIER LETTER RIGHT HALF RING,,
703,U+02BF,ʿ,cabf,MODIFIER LETTER LEFT HALF RING,,
704,U+02C0,ˀ,cb80,MODIFIER LETTER GLOTTAL STOP,,
705,U+02C1,ˁ,cb81,MODIFIER LETTER REVERSED GLOTTAL STOP,,
706,U+02C2,˂,cb82,MODIFIER LETTER LEFT ARROWHEAD,,
707,U+02C3,˃,cb83,MODIFIER LETTER RIGHT ARROWHEAD,,
708,U+02C4,˄,cb84,MODIFIER LETTER UP ARROWHEAD,,
709,U+02C5,˅,cb85,MODIFIER LETTER DOWN ARROWHEAD,,
710,U+02C6,ˆ,cb86,MODIFIER LETTER CIRCUMFLEX ACCENT,,
711,U+02C7,ˇ,cb87,CARON,,
712,U+02C8,ˈ,cb88,MODIFIER LETTER VERTICAL LINE,,
713,U+02C9,ˉ,cb89,MODIFIER LETTER MACRON,,
714,U+02CA,ˊ,cb8a,MODIFIER LETTER ACUTE ACCENT,,
715,U+02CB,ˋ,cb8b,MODIFIER LETTER GRAVE ACCENT,,
716,U+02CC,ˌ,cb8c,MODIFIER LETTER LOW VERTICAL LINE,,
717,U+02CD,ˍ,cb8d,MODIFIER LETTER LOW MACRON,,
718,U+02CE,ˎ,cb8e,MODIFIER LETTER LOW GRAVE ACCENT,,
719,U+02CF,ˏ,cb8f,MODIFIER LETTER LOW ACUTE ACCENT,,
720,U+02D0,ː,cb90,MODIFIER LETTER TRIANGULAR COLON,,
721,U+02D1,ˑ,cb91,MODIFIER LETTER HALF TRIANGULAR COLON,,
722,U+02D2,˒,cb92,MODIFIER LETTER CENTRED RIGHT HALF RING,,
723,U+02D3,˓,cb93,MODIFIER LETTER CENTRED LEFT HALF RING,,
724,U+02D4,˔,cb94,MODIFIER LETTER UP TACK,,
725,U+02D5,˕,cb95,MODIFIER LETTER DOWN TACK,,
726,U+02D6,˖,cb96,MODIFIER LETTER PLUS SIGN,,
727,U+02D7,˗,cb97,MODIFIER LETTER MINUS SIGN,,
728,U+02D8,˘,cb98,BREVE,,
729,U+02D9,˙,cb99,DOT ABOVE,,
730,U+02DA,˚,cb9a,RING ABOVE,,
731,U+02DB,˛,cb9b,OGONEK,,
732,U+02DC,˜,cb9c,SMALL TILDE,,
733,U+02DD,˝,cb9d,DOUBLE ACUTE ACCENT,,
734,U+02DE,˞,cb9e,MODIFIER LETTER RHOTIC HOOK,,
735,U+02DF,˟,cb9f,MODIFIER LETTER CROSS ACCENT,,
736,U+02E0,ˠ,cba0,MODIFIER LETTER SMALL GAMMA,,
737,U+02E1,ˡ,cba1,MODIFIER LETTER SMALL L,,
738,U+02E2,ˢ,cba2,MODIFIER LETTER SMALL S,,
739,U+02E3,ˣ,cba3,MODIFIER LETTER SMALL X,,
740,U+02E4,ˤ,cba4,MODIFIER LETTER SMALL REVERSED GLOTTAL STOP,,
741,U+02E5,˥,cba5,MODIFIER LETTER EXTRA-HIGH TONE BAR,,
742,U+02E6,˦,cba6,MODIFIER LETTER HIGH TONE BAR,,
743,U+02E7,˧,cba7,MODIFIER LETTER MID TONE BAR,,
744,U+02E8,˨,cba8,MODIFIER LETTER LOW TONE BAR,,
745,U+02E9,˩,cba9,MODIFIER LETTER EXTRA-LOW TONE BAR,,
746,U+02EA,˪,cbaa,MODIFIER LETTER YIN DEPARTING TONE MARK,,
747,U+02EB,˫,cbab,MODIFIER LETTER YANG DEPARTING TONE MARK,,
748,U+02EC,ˬ,cbac,MODIFIER LETTER VOICING,,
749,U+02ED,˭,cbad,MODIFIER LETTER UNASPIRATED,,
750,U+02EE,ˮ,cbae,MODIFIER LETTER DOUBLE APOSTROPHE,,
751,U+02EF,˯,cbaf,MODIFIER LETTER LOW DOWN ARROWHEAD,,
752,U+02F0,˰,cbb0,MODIFIER LETTER LOW UP ARROWHEAD,,
753,U+02F1,˱,cbb1,MODIFIER LETTER LOW LEFT ARROWHEAD,,
754,U+02F2,˲,cbb2,MODIFIER LETTER LOW RIGHT ARROWHEAD,,
755,U+02F3,˳,cbb3,MODIFIER LETTER LOW RING,,
756,U+02F4,˴,cbb4,MODIFIER LETTER MIDDLE GRAVE ACCENT,,
757,U+02F5,˵,cbb5,MODIFIER LETTER MIDDLE DOUBLE GRAVE ACCENT,,
758,U+02F6,˶,cbb6,MODIFIER LETTER MIDDLE DOUBLE ACUTE ACCENT,,
759,U+02F7,˷,cbb7,MODIFIER LETTER LOW TILDE,,
760,U+02F8,˸,cbb8,MODIFIER LETTER RAISED COLON,,
761,U+02F9,˹,cbb9,MODIFIER LETTER BEGIN HIGH TONE,,
762,U+02FA,˺,cbba,MODIFIER LETTER END HIGH TONE,,
763,U+02FB,˻,cbbb,MODIFIER LETTER BEGIN LOW TONE,,
764,U+02FC,˼,cbbc,MODIFIER LETTER END LOW TONE,,
765,U+02FD,˽,cbbd,MODIFIER LETTER SHELF,,
766,U+02FE,˾,cbbe,MODIFIER LETTER OPEN SHELF,,
767,U+02FF,˿,cbbf,MODIFIER LETTER LOW LEFT ARROW,,
768,U+0300,̀,cc80,COMBINING GRAVE ACCENT,,
769,U+0301,́,cc81,COMBINING ACUTE ACCENT,,
770,U+0302,̂,cc82,COMBINING CIRCUMFLEX ACCENT,,
771,U+0303,̃,cc83,COMBINING TILDE,,
772,U+0304,̄,cc84,COMBINING MACRON,,
773,U+0305,̅,cc85,COMBINING OVERLINE,,
774,U+0306,̆,cc86,COMBINING BREVE,,
775,U+0307,̇,cc87,COMBINING DOT ABOVE,,
776,U+0308,̈,cc88,COMBINING DIAERESIS,,
777,U+0309,̉,cc89,COMBINING HOOK ABOVE,,
778,U+030A,̊,cc8a,COMBINING RING ABOVE,,
779,U+030B,̋,cc8b,COMBINING DOUBLE ACUTE ACCENT,,
780,U+030C,̌,cc8c,COMBINING CARON,,
781,U+030D,̍,cc8d,COMBINING VERTICAL LINE ABOVE,,
782,U+030E,̎,cc8e,COMBINING DOUBLE VERTICAL LINE ABOVE,,
783,U+030F,̏,cc8f,COMBINING DOUBLE GRAVE ACCENT,,
784,U+0310,̐,cc90,COMBINING CANDRABINDU,,
785,U+0311,̑,cc91,COMBINING INVERTED BREVE,,
786,U+0312,̒,cc92,COMBINING TURNED COMMA ABOVE,,
787,U+0313,̓,cc93,COMBINING COMMA ABOVE,,
788,U+0314,̔,cc94,COMBINING REVERSED COMMA ABOVE,,
789,U+0315,̕,cc95,COMBINING COMMA ABOVE RIGHT,,
790,U+0316,̖,cc96,COMBINING GRAVE ACCENT BELOW,,
791,U+0317,̗,cc97,COMBINING ACUTE ACCENT BELOW,,
792,U+0318,̘,cc98,COMBINING LEFT TACK BELOW,,
793,U+0319,̙,cc99,COMBINING RIGHT TACK BELOW,,
794,U+031A,̚,cc9a,COMBINING LEFT ANGLE ABOVE,,
795,U+031B,̛,cc9b,COMBINING HORN,,
796,U+031C,̜,cc9c,COMBINING LEFT HALF RING BELOW,,
797,U+031D,̝,cc9d,COMBINING UP TACK BELOW,,
798,U+031E,̞,cc9e,COMBINING DOWN TACK BELOW,,
799,U+031F,̟,cc9f,COMBINING PLUS SIGN BELOW,,
800,U+0320,̠,cca0,COMBINING MINUS SIGN BELOW,,
801,U+0321,̡,cca1,COMBINING PALATALIZED HOOK BELOW,,
802,U+0322,̢,cca2,COMBINING RETROFLEX HOOK BELOW,,
803,U+0323,̣,cca3,COMBINING DOT BELOW,,
804,U+0324,̤,cca4,COMBINING DIAERESIS BELOW,,
805,U+0325,̥,cca5,COMBINING RING BELOW,,
806,U+0326,̦,cca6,COMBINING COMMA BELOW,,
807,U+0327,̧,cca7,COMBINING CEDILLA,,
808,U+0328,̨,cca8,COMBINING OGONEK,,
809,U+0329,̩,cca9,COMBINING VERTICAL LINE BELOW,,
810,U+032A,̪,ccaa,COMBINING BRIDGE BELOW,,
811,U+032B,̫,ccab,COMBINING INVERTED DOUBLE ARCH BELOW,,
812,U+032C,̬,ccac,COMBINING CARON BELOW,,
813,U+032D,̭,ccad,COMBINING CIRCUMFLEX ACCENT BELOW,,
814,U+032E,̮,ccae,COMBINING BREVE BELOW,,
815,U+032F,̯,ccaf,COMBINING INVERTED BREVE BELOW,,
816,U+0330,̰,ccb0,COMBINING TILDE BELOW,,
817,U+0331,̱,ccb1,COMBINING MACRON BELOW,,
818,U+0332,̲,ccb2,COMBINING LOW LINE,,
819,U+0333,̳,ccb3,COMBINING DOUBLE LOW LINE,,
820,U+0334,̴,ccb4,COMBINING TILDE OVERLAY,,
821,U+0335,̵,ccb5,COMBINING SHORT STROKE OVERLAY,,
822,U+0336,̶,ccb6,COMBINING LONG STROKE OVERLAY,,
823,U+0337,̷,ccb7,COMBINING SHORT SOLIDUS OVERLAY,,
824,U+0338,,ccb8,COMBINING LONG SOLIDUS OVERLAY,,
825,U+0339,̹,ccb9,COMBINING RIGHT HALF RING BELOW,,
826,U+033A,̺,ccba,COMBINING INVERTED BRIDGE BELOW,,
827,U+033B,̻,ccbb,COMBINING SQUARE BELOW,,
828,U+033C,̼,ccbc,COMBINING SEAGULL BELOW,,
829,U+033D,̽,ccbd,COMBINING X ABOVE,,
830,U+033E,̾,ccbe,COMBINING VERTICAL TILDE,,
831,U+033F,̿,ccbf,COMBINING DOUBLE OVERLINE,,
832,U+0340,̀,cd80,COMBINING GRAVE TONE MARK,,
833,U+0341,́,cd81,COMBINING ACUTE TONE MARK,,
834,U+0342,͂,cd82,COMBINING GREEK PERISPOMENI,,
835,U+0343,̓,cd83,COMBINING GREEK KORONIS,,
836,U+0344,̈́,cd84,COMBINING GREEK DIALYTIKA TONOS,,
837,U+0345,ͅ,cd85,COMBINING GREEK YPOGEGRAMMENI,,
838,U+0346,͆,cd86,COMBINING BRIDGE ABOVE,,
839,U+0347,͇,cd87,COMBINING EQUALS SIGN BELOW,,
840,U+0348,͈,cd88,COMBINING DOUBLE VERTICAL LINE BELOW,,
841,U+0349,͉,cd89,COMBINING LEFT ANGLE BELOW,,
842,U+034A,͊,cd8a,COMBINING NOT TILDE ABOVE,,
843,U+034B,͋,cd8b,COMBINING HOMOTHETIC ABOVE,,
844,U+034C,͌,cd8c,COMBINING ALMOST EQUAL TO ABOVE,,
845,U+034D,͍,cd8d,COMBINING LEFT RIGHT ARROW BELOW,,
846,U+034E,͎,cd8e,COMBINING UPWARDS ARROW BELOW,,
847,U+034F,͏,cd8f,COMBINING GRAPHEME JOINER,,
848,U+0350,͐,cd90,COMBINING RIGHT ARROWHEAD ABOVE,,
849,U+0351,͑,cd91,COMBINING LEFT HALF RING ABOVE,,
850,U+0352,͒,cd92,COMBINING FERMATA,,
851,U+0353,͓,cd93,COMBINING X BELOW,,
852,U+0354,͔,cd94,COMBINING LEFT ARROWHEAD BELOW,,
853,U+0355,͕,cd95,COMBINING RIGHT ARROWHEAD BELOW,,
854,U+0356,͖,cd96,COMBINING RIGHT ARROWHEAD AND UP ARROWHEAD BELOW,,
855,U+0357,͗,cd97,COMBINING RIGHT HALF RING ABOVE,,
856,U+0358,͘,cd98,COMBINING DOT ABOVE RIGHT,,
857,U+0359,͙,cd99,COMBINING ASTERISK BELOW,,
858,U+035A,͚,cd9a,COMBINING DOUBLE RING BELOW,,
859,U+035B,͛,cd9b,COMBINING ZIGZAG ABOVE,,
860,U+035C,͜,cd9c,COMBINING DOUBLE BREVE BELOW,,
861,U+035D,͝,cd9d,COMBINING DOUBLE BREVE,,
862,U+035E,͞,cd9e,COMBINING DOUBLE MACRON,,
863,U+035F,͟,cd9f,COMBINING DOUBLE MACRON BELOW,,
864,U+0360,͠,cda0,COMBINING DOUBLE TILDE,,
865,U+0361,͡,cda1,COMBINING DOUBLE INVERTED BREVE,,
866,U+0362,͢,cda2,COMBINING DOUBLE RIGHTWARDS ARROW BELOW,,
867,U+0363,ͣ,cda3,COMBINING LATIN SMALL LETTER A,,
868,U+0364,ͤ,cda4,COMBINING LATIN SMALL LETTER E,,
869,U+0365,ͥ,cda5,COMBINING LATIN SMALL LETTER I,,
870,U+0366,ͦ,cda6,COMBINING LATIN SMALL LETTER O,,
871,U+0367,ͧ,cda7,COMBINING LATIN SMALL LETTER U,,
872,U+0368,ͨ,cda8,COMBINING LATIN SMALL LETTER C,,
873,U+0369,ͩ,cda9,COMBINING LATIN SMALL LETTER D,,
874,U+036A,ͪ,cdaa,COMBINING LATIN SMALL LETTER H,,
875,U+036B,ͫ,cdab,COMBINING LATIN SMALL LETTER M,,
876,U+036C,ͬ,cdac,COMBINING LATIN SMALL LETTER R,,
877,U+036D,ͭ,cdad,COMBINING LATIN SMALL LETTER T,,
878,U+036E,ͮ,cdae,COMBINING LATIN SMALL LETTER V,,
879,U+036F,ͯ,cdaf,COMBINING LATIN SMALL LETTER X,,
880,U+0370,Ͱ,cdb0,GREEK CAPITAL LETTER HETA,,
881,U+0371,ͱ,cdb1,GREEK SMALL LETTER HETA,,
882,U+0372,Ͳ,cdb2,GREEK CAPITAL LETTER ARCHAIC SAMPI,,
883,U+0373,ͳ,cdb3,GREEK SMALL LETTER ARCHAIC SAMPI,,
884,U+0374,ʹ,cdb4,GREEK NUMERAL SIGN,,
885,U+0375,͵,cdb5,GREEK LOWER NUMERAL SIGN,,
886,U+0376,Ͷ,cdb6,GREEK CAPITAL LETTER PAMPHYLIAN DIGAMMA,,
887,U+0377,ͷ,cdb7,GREEK SMALL LETTER PAMPHYLIAN DIGAMMA,,
888,U+037A,ͺ,cdba,GREEK YPOGEGRAMMENI,,
889,U+037B,ͻ,cdbb,GREEK SMALL REVERSED LUNATE SIGMA SYMBOL,,
890,U+037C,ͼ,cdbc,GREEK SMALL DOTTED LUNATE SIGMA SYMBOL,,
891,U+037D,ͽ,cdbd,GREEK SMALL REVERSED DOTTED LUNATE SIGMA SYMBOL,,
892,U+037E,;,cdbe,GREEK QUESTION MARK,,
893,U+037F,Ϳ,cdbf,GREEK CAPITAL LETTER YOT,,
894,U+0384,΄,ce84,GREEK TONOS,,
895,U+0385,΅,ce85,GREEK DIALYTIKA TONOS,,
896,U+0386,Ά,ce86,GREEK CAPITAL LETTER ALPHA WITH TONOS,,
897,U+0387,·,ce87,GREEK ANO TELEIA,,
898,U+0388,Έ,ce88,GREEK CAPITAL LETTER EPSILON WITH TONOS,,
899,U+0389,Ή,ce89,GREEK CAPITAL LETTER ETA WITH TONOS,,
900,U+038A,Ί,ce8a,GREEK CAPITAL LETTER IOTA WITH TONOS,,
901,U+038C,Ό,ce8c,GREEK CAPITAL LETTER OMICRON WITH TONOS,,
902,U+038E,Ύ,ce8e,GREEK CAPITAL LETTER UPSILON WITH TONOS,,
903,U+038F,Ώ,ce8f,GREEK CAPITAL LETTER OMEGA WITH TONOS,,
904,U+0390,ΐ,ce90,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS,,
905,U+0391,Α,ce91,GREEK CAPITAL LETTER ALPHA,,
906,U+0392,Β,ce92,GREEK CAPITAL LETTER BETA,,
907,U+0393,Γ,ce93,GREEK CAPITAL LETTER GAMMA,,
908,U+0394,Δ,ce94,GREEK CAPITAL LETTER DELTA,,
909,U+0395,Ε,ce95,GREEK CAPITAL LETTER EPSILON,,
910,U+0396,Ζ,ce96,GREEK CAPITAL LETTER ZETA,,
911,U+0397,Η,ce97,GREEK CAPITAL LETTER ETA,,
912,U+0398,Θ,ce98,GREEK CAPITAL LETTER THETA,,
913,U+0399,Ι,ce99,GREEK CAPITAL LETTER IOTA,,
914,U+039A,Κ,ce9a,GREEK CAPITAL LETTER KAPPA,,
915,U+039B,Λ,ce9b,GREEK CAPITAL LETTER LAMDA,,
916,U+039C,Μ,ce9c,GREEK CAPITAL LETTER MU,,
917,U+039D,Ν,ce9d,GREEK CAPITAL LETTER NU,,
918,U+039E,Ξ,ce9e,GREEK CAPITAL LETTER XI,,
919,U+039F,Ο,ce9f,GREEK CAPITAL LETTER OMICRON,,
920,U+03A0,Π,cea0,GREEK CAPITAL LETTER PI,,
921,U+03A1,Ρ,cea1,GREEK CAPITAL LETTER RHO,,
922,U+03A3,Σ,cea3,GREEK CAPITAL LETTER SIGMA,,
923,U+03A4,Τ,cea4,GREEK CAPITAL LETTER TAU,,
924,U+03A5,Υ,cea5,GREEK CAPITAL LETTER UPSILON,,
925,U+03A6,Φ,cea6,GREEK CAPITAL LETTER PHI,,
926,U+03A7,Χ,cea7,GREEK CAPITAL LETTER CHI,,
927,U+03A8,Ψ,cea8,GREEK CAPITAL LETTER PSI,,
928,U+03A9,Ω,cea9,GREEK CAPITAL LETTER OMEGA,,
929,U+03AA,Ϊ,ceaa,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA,,
930,U+03AB,Ϋ,ceab,GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA,,
931,U+03AC,ά,ceac,GREEK SMALL LETTER ALPHA WITH TONOS,,
932,U+03AD,έ,cead,GREEK SMALL LETTER EPSILON WITH TONOS,,
933,U+03AE,ή,ceae,GREEK SMALL LETTER ETA WITH TONOS,,
934,U+03AF,ί,ceaf,GREEK SMALL LETTER IOTA WITH TONOS,,
935,U+03B0,ΰ,ceb0,GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND TONOS,,
936,U+03B1,α,ceb1,GREEK SMALL LETTER ALPHA,,
937,U+03B2,β,ceb2,GREEK SMALL LETTER BETA,,
938,U+03B3,γ,ceb3,GREEK SMALL LETTER GAMMA,,
939,U+03B4,δ,ceb4,GREEK SMALL LETTER DELTA,,
940,U+03B5,ε,ceb5,GREEK SMALL LETTER EPSILON,,
941,U+03B6,ζ,ceb6,GREEK SMALL LETTER ZETA,,
942,U+03B7,η,ceb7,GREEK SMALL LETTER ETA,,
943,U+03B8,θ,ceb8,GREEK SMALL LETTER THETA,,
944,U+03B9,ι,ceb9,GREEK SMALL LETTER IOTA,,
945,U+03BA,κ,ceba,GREEK SMALL LETTER KAPPA,,
946,U+03BB,λ,cebb,GREEK SMALL LETTER LAMDA,,
947,U+03BC,μ,cebc,GREEK SMALL LETTER MU,,
948,U+03BD,ν,cebd,GREEK SMALL LETTER NU,,
949,U+03BE,ξ,cebe,GREEK SMALL LETTER XI,,
950,U+03BF,ο,cebf,GREEK SMALL LETTER OMICRON,,
951,U+03C0,π,cf80,GREEK SMALL LETTER PI,,
952,U+03C1,ρ,cf81,GREEK SMALL LETTER RHO,,
953,U+03C2,ς,cf82,GREEK SMALL LETTER FINAL SIGMA,,
954,U+03C3,σ,cf83,GREEK SMALL LETTER SIGMA,,
955,U+03C4,τ,cf84,GREEK SMALL LETTER TAU,,
956,U+03C5,υ,cf85,GREEK SMALL LETTER UPSILON,,
957,U+03C6,φ,cf86,GREEK SMALL LETTER PHI,,
958,U+03C7,χ,cf87,GREEK SMALL LETTER CHI,,
959,U+03C8,ψ,cf88,GREEK SMALL LETTER PSI,,
960,U+03C9,ω,cf89,GREEK SMALL LETTER OMEGA,,
961,U+03CA,ϊ,cf8a,GREEK SMALL LETTER IOTA WITH DIALYTIKA,,
962,U+03CB,ϋ,cf8b,GREEK SMALL LETTER UPSILON WITH DIALYTIKA,,
963,U+03CC,ό,cf8c,GREEK SMALL LETTER OMICRON WITH TONOS,,
964,U+03CD,ύ,cf8d,GREEK SMALL LETTER UPSILON WITH TONOS,,
965,U+03CE,ώ,cf8e,GREEK SMALL LETTER OMEGA WITH TONOS,,
966,U+03CF,Ϗ,cf8f,GREEK CAPITAL KAI SYMBOL,,
967,U+03D0,ϐ,cf90,GREEK BETA SYMBOL,,
968,U+03D1,ϑ,cf91,GREEK THETA SYMBOL,,
969,U+03D2,ϒ,cf92,GREEK UPSILON WITH HOOK SYMBOL,,
970,U+03D3,ϓ,cf93,GREEK UPSILON WITH ACUTE AND HOOK SYMBOL,,
971,U+03D4,ϔ,cf94,GREEK UPSILON WITH DIAERESIS AND HOOK SYMBOL,,
972,U+03D5,ϕ,cf95,GREEK PHI SYMBOL,,
973,U+03D6,ϖ,cf96,GREEK PI SYMBOL,,
974,U+03D7,ϗ,cf97,GREEK KAI SYMBOL,,
975,U+03D8,Ϙ,cf98,GREEK LETTER ARCHAIC KOPPA,,
976,U+03D9,ϙ,cf99,GREEK SMALL LETTER ARCHAIC KOPPA,,
977,U+03DA,Ϛ,cf9a,GREEK LETTER STIGMA,,
978,U+03DB,ϛ,cf9b,GREEK SMALL LETTER STIGMA,,
979,U+03DC,Ϝ,cf9c,GREEK LETTER DIGAMMA,,
980,U+03DD,ϝ,cf9d,GREEK SMALL LETTER DIGAMMA,,
981,U+03DE,Ϟ,cf9e,GREEK LETTER KOPPA,,
982,U+03DF,ϟ,cf9f,GREEK SMALL LETTER KOPPA,,
983,U+03E0,Ϡ,cfa0,GREEK LETTER SAMPI,,
984,U+03E1,ϡ,cfa1,GREEK SMALL LETTER SAMPI,,
985,U+03E2,Ϣ,cfa2,COPTIC CAPITAL LETTER SHEI,,
986,U+03E3,ϣ,cfa3,COPTIC SMALL LETTER SHEI,,
987,U+03E4,Ϥ,cfa4,COPTIC CAPITAL LETTER FEI,,
988,U+03E5,ϥ,cfa5,COPTIC SMALL LETTER FEI,,
989,U+03E6,Ϧ,cfa6,COPTIC CAPITAL LETTER KHEI,,
990,U+03E7,ϧ,cfa7,COPTIC SMALL LETTER KHEI,,
991,U+03E8,Ϩ,cfa8,COPTIC CAPITAL LETTER HORI,,
992,U+03E9,ϩ,cfa9,COPTIC SMALL LETTER HORI,,
993,U+03EA,Ϫ,cfaa,COPTIC CAPITAL LETTER GANGIA,,
994,U+03EB,ϫ,cfab,COPTIC SMALL LETTER GANGIA,,
995,U+03EC,Ϭ,cfac,COPTIC CAPITAL LETTER SHIMA,,
996,U+03ED,ϭ,cfad,COPTIC SMALL LETTER SHIMA,,
997,U+03EE,Ϯ,cfae,COPTIC CAPITAL LETTER DEI,,
998,U+03EF,ϯ,cfaf,COPTIC SMALL LETTER DEI,,
999,U+03F0,ϰ,cfb0,GREEK KAPPA SYMBOL,,
1000,U+03F1,ϱ,cfb1,GREEK RHO SYMBOL,,
1001,U+03F2,ϲ,cfb2,GREEK LUNATE SIGMA SYMBOL,,
1002,U+03F3,ϳ,cfb3,GREEK LETTER YOT,,
1003,U+03F4,ϴ,cfb4,GREEK CAPITAL THETA SYMBOL,,
1004,U+03F5,ϵ,cfb5,GREEK LUNATE EPSILON SYMBOL,,
1005,U+03F6,϶,cfb6,GREEK REVERSED LUNATE EPSILON SYMBOL,,
1006,U+03F7,Ϸ,cfb7,GREEK CAPITAL LETTER SHO,,
1007,U+03F8,ϸ,cfb8,GREEK SMALL LETTER SHO,,
1008,U+03F9,Ϲ,cfb9,GREEK CAPITAL LUNATE SIGMA SYMBOL,,
1009,U+03FA,Ϻ,cfba,GREEK CAPITAL LETTER SAN,,
1010,U+03FB,ϻ,cfbb,GREEK SMALL LETTER SAN,,
1011,U+03FC,ϼ,cfbc,GREEK RHO WITH STROKE SYMBOL,,
1012,U+03FD,Ͻ,cfbd,GREEK CAPITAL REVERSED LUNATE SIGMA SYMBOL,,
1013,U+03FE,Ͼ,cfbe,GREEK CAPITAL DOTTED LUNATE SIGMA SYMBOL,,
1014,U+03FF,Ͽ,cfbf,GREEK CAPITAL REVERSED DOTTED LUNATE SIGMA SYMBOL,,
1015,U+0400,Ѐ,d080,CYRILLIC CAPITAL LETTER IE WITH GRAVE,,
1016,U+0401,Ё,d081,CYRILLIC CAPITAL LETTER IO,,
1017,U+0402,Ђ,d082,CYRILLIC CAPITAL LETTER DJE,,
1018,U+0403,Ѓ,d083,CYRILLIC CAPITAL LETTER GJE,,
1019,U+0404,Є,d084,CYRILLIC CAPITAL LETTER UKRAINIAN IE,,
1020,U+0405,Ѕ,d085,CYRILLIC CAPITAL LETTER DZE,,
1021,U+0406,І,d086,CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I,,
1022,U+0407,Ї,d087,CYRILLIC CAPITAL LETTER YI,,
1023,U+0408,Ј,d088,CYRILLIC CAPITAL LETTER JE,,
