"code_point","char","utf8","name","multiascii","ascii"
"U+00100+","ȗ","c897","LATIN SMALL LETTER U WITH INVERTED BREVE (U+0217)","u","u"
"U+00100+","Ș","c898","LATIN CAPITAL LETTER S WITH COMMA BELOW (U+0218)","S","S"
"U+00100+","ș","c899","LATIN SMALL LETTER S WITH COMMA BELOW (U+0219)","s","s"
"U+00100+","Ț","c89a","LATIN CAPITAL LETTER T WITH COMMA BELOW (U+021A)","T","T"
"U+00100+","ț","c89b","LATIN SMALL LETTER T WITH COMMA BELOW (U+021B)","t","t"
"U+00100+","Ȝ","c89c","LATIN CAPITAL LETTER YOGH (U+021C)",3,"YOGH"
"U+00100+","ȝ","c89d","LATIN SMALL LETTER YOGH (U+021D)",3,"YOGH"
"U+00100+","Ȟ","c89e","LATIN CAPITAL LETTER H WITH CARON (U+021E)","H","H"
"U+00100+","ȟ","c89f","LATIN SMALL LETTER H WITH CARON (U+021F)","h","h"
"U+00100+","Ƞ","c8a0","LATIN CAPITAL LETTER N WITH LONG RIGHT LEG (U+0220)","N","N"
"U+00100+","ȡ","c8a1","LATIN SMALL LETTER D WITH CURL (U+0221)","d","d"
"U+00100+","Ȣ","c8a2","LATIN CAPITAL LETTER OU (U+0222)","O","OU"
"U+00100+","ȣ","c8a3","LATIN SMALL LETTER OU (U+0223)","o","ou"
"U+00100+","Ȥ","c8a4","LATIN CAPITAL LETTER Z WITH HOOK (U+0224)","Z","Z"
"U+00100+","ȥ","c8a5","LATIN SMALL LETTER Z WITH HOOK (U+0225)","z","z"
"U+00100+","Ȧ","c8a6","LATIN CAPITAL LETTER A WITH DOT ABOVE (U+0226)","A","A"
"U+00100+","ȧ","c8a7","LATIN SMALL LETTER A WITH DOT ABOVE (U+0227)","a","a"
"U+00100+","Ȩ","c8a8","LATIN CAPITAL LETTER E WITH CEDILLA (U+0228)","E","E"
"U+00100+","ȩ","c8a9","LATIN SMALL LETTER E WITH CEDILLA (U+0229)","e","e"
"U+00100+","Ȫ","c8aa","LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON (U+022A)","O","O"
"U+00100+","ȫ","c8ab","LATIN SMALL LETTER O WITH DIAERESIS AND MACRON (U+022B)","o","o"
"U+00100+","Ȭ","c8ac","LATIN CAPITAL LETTER O WITH TILDE AND MACRON (U+022C)","O","O"
"U+00100+","ȭ","c8ad","LATIN SMALL LETTER O WITH TILDE AND MACRON (U+022D)","o","o"
"U+00100+","Ȯ","c8ae","LATIN CAPITAL LETTER O WITH DOT ABOVE (U+022E)","O","O"
"U+00100+","ȯ","c8af","LATIN SMALL LETTER O WITH DOT ABOVE (U+022F)","o","o"
"U+00100+","Ȱ","c8b0","LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON (U+0230)","O","O"
"U+00100+","ȱ","c8b1","LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON (U+0231)","o","o"
"U+00100+","Ȳ","c8b2","LATIN CAPITAL LETTER Y WITH MACRON (U+0232)","Y","Y"
"U+00100+","ȳ","c8b3","LATIN SMALL LETTER Y WITH MACRON (U+0233)","y","y"
"U+00100+","ȴ","c8b4","LATIN SMALL LETTER L WITH CURL (U+0234)","l","l"
"U+00100+","ȵ","c8b5","LATIN SMALL LETTER N WITH CURL (U+0235)","n","n"
"U+00100+","ȶ","c8b6","LATIN SMALL LETTER T WITH CURL (U+0236)","t","t"
"U+00100+","ȷ","c8b7","LATIN SMALL LETTER DOTLESS J (U+0237)","J","J"
"U+00100+","ȸ","c8b8","LATIN SMALL LETTER DB DIGRAPH (U+0238)","d","db"
"U+00100+","ȹ","c8b9","LATIN SMALL LETTER QP DIGRAPH (U+0239)","q","qp"
"U+00100+","Ⱥ","c8ba","LATIN CAPITAL LETTER A WITH STROKE (U+023A)","A","A"
"U+00100+","Ȼ","c8bb","LATIN CAPITAL LETTER C WITH STROKE (U+023B)","C","C"
"U+00100+","ȼ","c8bc","LATIN SMALL LETTER C WITH STROKE (U+023C)","c","c"
"U+00100+","Ƚ","c8bd","LATIN CAPITAL LETTER L WITH BAR (U+023D)","L","L"
"U+00100+","Ⱦ","c8be","LATIN CAPITAL LETTER T WITH DIAGONAL STROKE (U+023E)","T","T"
"U+00100+","ȿ","c8bf","LATIN SMALL LETTER S WITH SWASH TAIL (U+023F)","s","s"
"U+00100+","ɀ","c980","LATIN SMALL LETTER Z WITH SWASH TAIL (U+0240)","Z","Z"
"U+00100+","Ɂ","c981","LATIN CAPITAL LETTER GLOTTAL STOP (U+0241)","?","?"
"U+00100+","ɂ","c982","LATIN SMALL LETTER GLOTTAL STOP (U+0242)","?","?"
"U+00100+","Ƀ","c983","LATIN CAPITAL LETTER B WITH STROKE (U+0243)","B","B"
"U+00100+","Ʉ","c984","LATIN CAPITAL LETTER U BAR (U+0244)","U","U"
"U+00100+","Ʌ","c985","LATIN CAPITAL LETTER TURNED V (U+0245)","N","N"
"U+00100+","Ɇ","c986","LATIN CAPITAL LETTER E WITH STROKE (U+0246)","E","E"
"U+00100+","ɇ","c987","LATIN SMALL LETTER E WITH STROKE (U+0247)","e","e"
"U+00100+","Ɉ","c988","LATIN CAPITAL LETTER J WITH STROKE (U+0248)","J","J"
"U+00100+","ɉ","c989","LATIN SMALL LETTER J WITH STROKE (U+0249)","j","j"
"U+00100+","Ɋ","c98a","LATIN CAPITAL LETTER SMALL Q WITH HOOK TAIL (U+024A)","q","q"
"U+00100+","ɋ","c98b","LATIN SMALL LETTER Q WITH HOOK TAIL (U+024B)","q","q"
"U+00100+","Ɍ","c98c","LATIN CAPITAL LETTER R WITH STROKE (U+024C)","R","R"
"U+00100+","ɍ","c98d","LATIN SMALL LETTER R WITH STROKE (U+024D)","r","r"
"U+00100+","Ɏ","c98e","LATIN CAPITAL LETTER Y WITH STROKE (U+024E)","Y","Y"
"U+00100+","ɏ","c98f","LATIN SMALL LETTER Y WITH STROKE (U+024F)","y","y"
"U+00100+","ɐ","c990","LATIN SMALL LETTER TURNED A (U+0250)","a","a"
"U+00100+","ɑ","c991","LATIN SMALL LETTER ALPHA (U+0251)","a","ALPHA"
"U+00100+","ɒ","c992","LATIN SMALL LETTER TURNED ALPHA (U+0252)","a","TURNED ALPHA"
"U+00100+","ɓ","c993","LATIN SMALL LETTER B WITH HOOK (U+0253)","b","b"
"U+00100+","ɔ","c994","LATIN SMALL LETTER OPEN O (U+0254)","o","o"
"U+00100+","ɕ","c995","LATIN SMALL LETTER C WITH CURL (U+0255)","c","c"
"U+00100+","ɖ","c996","LATIN SMALL LETTER D WITH TAIL (U+0256)","d","d"
"U+00100+","ɗ","c997","LATIN SMALL LETTER D WITH HOOK (U+0257)","d","d"
"U+00100+","ɘ","c998","LATIN SMALL LETTER REVERSED E (U+0258)","e","e"
"U+00100+","ə","c999","LATIN SMALL LETTER SCHWA (U+0259)","e","e"
"U+00100+","ɚ","c99a","LATIN SMALL LETTER SCHWA WITH HOOK (U+025A)","e","e"
"U+00100+","ɛ","c99b","LATIN SMALL LETTER OPEN E (U+025B)","e","e"
"U+00100+","ɜ","c99c","LATIN SMALL LETTER REVERSED OPEN E (U+025C)","e","e"
"U+00100+","ɝ","c99d","LATIN SMALL LETTER REVERSED OPEN E WITH HOOK (U+025D)",3,3
"U+00100+","ɞ","c99e","LATIN SMALL LETTER CLOSED REVERSED OPEN E (U+025E)","e","e"
"U+00100+","ɟ","c99f","LATIN SMALL LETTER DOTLESS J WITH STROKE (U+025F)","j","j"
"U+00100+","ɠ","c9a0","LATIN SMALL LETTER G WITH HOOK (U+0260)","g","g"
"U+00100+","ɡ","c9a1","LATIN SMALL LETTER SCRIPT G (U+0261)","g","g"
"U+00100+","ɢ","c9a2","LATIN LETTER SMALL CAPITAL G (U+0262)","G","G"
"U+00100+","ɣ","c9a3","LATIN SMALL LETTER GAMMA (U+0263)","Y","Y"
"U+00100+","ɤ","c9a4","LATIN SMALL LETTER RAMS HORN (U+0264)","Y","Y"
"U+00100+","ɥ","c9a5","LATIN SMALL LETTER TURNED H (U+0265)","u","u"
"U+00100+","ɦ","c9a6","LATIN SMALL LETTER H WITH HOOK (U+0266)","h","h"
"U+00100+","ɧ","c9a7","LATIN SMALL LETTER HENG WITH HOOK (U+0267)","h","HENG"
"U+00100+","ɨ","c9a8","LATIN SMALL LETTER I WITH STROKE (U+0268)","i","i"
"U+00100+","ɩ","c9a9","LATIN SMALL LETTER IOTA (U+0269)","i","IOTA"
"U+00100+","ɪ","c9aa","LATIN LETTER SMALL CAPITAL I (U+026A)","i","i"
"U+00100+","ɫ","c9ab","LATIN SMALL LETTER L WITH MIDDLE TILDE (U+026B)","l","l"
"U+00100+","ɬ","c9ac","LATIN SMALL LETTER L WITH BELT (U+026C)","l","l"
"U+00100+","ɭ","c9ad","LATIN SMALL LETTER L WITH RETROFLEX HOOK (U+026D)","l","l"
"U+00100+","ɮ","c9ae","LATIN SMALL LETTER LEZH (U+026E)","l","LEZH"
"U+00100+","ɯ","c9af","LATIN SMALL LETTER TURNED M (U+026F)","w","w"
"U+00100+","ɰ","c9b0","LATIN SMALL LETTER TURNED M WITH LONG LEG (U+0270)","w","w"
"U+00100+","ɱ","c9b1","LATIN SMALL LETTER M WITH HOOK (U+0271)","m","m"
"U+00100+","ɲ","c9b2","LATIN SMALL LETTER N WITH LEFT HOOK (U+0272)","n","n"
"U+00100+","ɳ","c9b3","LATIN SMALL LETTER N WITH RETROFLEX HOOK (U+0273)","n","n"
"U+00100+","ɴ","c9b4","LATIN LETTER SMALL CAPITAL N (U+0274)","N","N"
"U+00100+","ɵ","c9b5","LATIN SMALL LETTER BARRED O (U+0275)","e","e"
"U+00100+","ɶ","c9b6","LATIN LETTER SMALL CAPITAL OE (U+0276)","o","oe"
"U+00100+","ɷ","c9b7","LATIN SMALL LETTER CLOSED OMEGA (U+0277)","w","w"
"U+00100+","ɸ","c9b8","LATIN SMALL LETTER PHI (U+0278)","o","PHI"
"U+00100+","ɹ","c9b9","LATIN SMALL LETTER TURNED R (U+0279)","r","r"
"U+00100+","ɺ","c9ba","LATIN SMALL LETTER TURNED R WITH LONG LEG (U+027A)","r","r"
"U+00100+","ɻ","c9bb","LATIN SMALL LETTER TURNED R WITH HOOK (U+027B)","r","r"
"U+00100+","ɼ","c9bc","LATIN SMALL LETTER R WITH LONG LEG (U+027C)","r","r"
"U+00100+","ɽ","c9bd","LATIN SMALL LETTER R WITH TAIL (U+027D)","r","r"
"U+00100+","ɾ","c9be","LATIN SMALL LETTER R WITH FISHHOOK (U+027E)","r","r"
"U+00100+","ɿ","c9bf","LATIN SMALL LETTER REVERSED R WITH FISHHOOK (U+027F)","r","r"
"U+00100+","ʀ","ca80","LATIN LETTER SMALL CAPITAL R (U+0280)","R","R"
"U+00100+","ʁ","ca81","LATIN LETTER SMALL CAPITAL INVERTED R (U+0281)","R","R"
"U+00100+","ʂ","ca82","LATIN SMALL LETTER S WITH HOOK (U+0282)","S","S"
"U+00100+","ʃ","ca83","LATIN SMALL LETTER ESH (U+0283)","s","ESH"
"U+00100+","ʄ","ca84","LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK (U+0284)","j","j"
"U+00100+","ʅ","ca85","LATIN SMALL LETTER SQUAT REVERSED ESH (U+0285)","l","l"
"U+00100+","ʆ","ca86","LATIN SMALL LETTER ESH WITH CURL (U+0286)","l","ESH"
"U+00100+","ʇ","ca87","LATIN SMALL LETTER TURNED T (U+0287)","t","t"
"U+00100+","ʈ","ca88","LATIN SMALL LETTER T WITH RETROFLEX HOOK (U+0288)","t","t"
"U+00100+","ʉ","ca89","LATIN SMALL LETTER U BAR (U+0289)","u","u"
"U+00100+","ʊ","ca8a","LATIN SMALL LETTER UPSILON (U+028A)","u","UPSILON"
"U+00100+","ʋ","ca8b","LATIN SMALL LETTER V WITH HOOK (U+028B)","v","v"
"U+00100+","ʌ","ca8c","LATIN SMALL LETTER TURNED V (U+028C)","^","^"
"U+00100+","ʍ","ca8d","LATIN SMALL LETTER TURNED W (U+028D)","m","m"
"U+00100+","ʎ","ca8e","LATIN SMALL LETTER TURNED Y (U+028E)","y","y"
"U+00100+","ʏ","ca8f","LATIN LETTER SMALL CAPITAL Y (U+028F)","y","y"
"U+00100+","ʐ","ca90","LATIN SMALL LETTER Z WITH RETROFLEX HOOK (U+0290)","z","z"
"U+00100+","ʑ","ca91","LATIN SMALL LETTER Z WITH CURL (U+0291)","z","z"
"U+00100+","ʒ","ca92","LATIN SMALL LETTER EZH (U+0292)",3,3
"U+00100+","ʓ","ca93","LATIN SMALL LETTER EZH WITH CURL (U+0293)",3,3
"U+00100+","ʔ","ca94","LATIN LETTER GLOTTAL STOP (U+0294)","?","?"
"U+00100+","ʕ","ca95","LATIN LETTER PHARYNGEAL VOICED FRICATIVE (U+0295)","?","?"
"U+00100+","ʖ","ca96","LATIN LETTER INVERTED GLOTTAL STOP (U+0296)","?","?"
"U+00100+","ʗ","ca97","LATIN LETTER STRETCHED C (U+0297)","C","C"
"U+00100+","ʘ","ca98","LATIN LETTER BILABIAL CLICK (U+0298)","O","O"
"U+00100+","ʙ","ca99","LATIN LETTER SMALL CAPITAL B (U+0299)","B","B"
"U+00100+","ʚ","ca9a","LATIN SMALL LETTER CLOSED OPEN E (U+029A)","o","o"
"U+00100+","ʛ","ca9b","LATIN LETTER SMALL CAPITAL G WITH HOOK (U+029B)","G","G"
"U+00100+","ʜ","ca9c","LATIN LETTER SMALL CAPITAL H (U+029C)","H","H"
"U+00100+","ʝ","ca9d","LATIN SMALL LETTER J WITH CROSSED-TAIL (U+029D)","j","j"
"U+00100+","ʞ","ca9e","LATIN SMALL LETTER TURNED K (U+029E)","k","k"
"U+00100+","ʟ","ca9f","LATIN LETTER SMALL CAPITAL L (U+029F)","L","L"
"U+00100+","ʠ","caa0","LATIN SMALL LETTER Q WITH HOOK (U+02A0)","q","q"
"U+00100+","ʡ","caa1","LATIN LETTER GLOTTAL STOP WITH STROKE (U+02A1)","?","?"
"U+00100+","ʢ","caa2","LATIN LETTER REVERSED GLOTTAL STOP WITH STROKE (U+02A2)","?","?"
"U+00100+","ʣ","caa3","LATIN SMALL LETTER DZ DIGRAPH (U+02A3)","d","dz"
"U+00100+","ʤ","caa4","LATIN SMALL LETTER DEZH DIGRAPH (U+02A4)","d","d3"
"U+00100+","ʥ","caa5","LATIN SMALL LETTER DZ DIGRAPH WITH CURL (U+02A5)","d","dz"
"U+00100+","ʦ","caa6","LATIN SMALL LETTER TS DIGRAPH (U+02A6)","t","ts"
"U+00100+","ʧ","caa7","LATIN SMALL LETTER TESH DIGRAPH (U+02A7)","t","tf"
"U+00100+","ʨ","caa8","LATIN SMALL LETTER TC DIGRAPH WITH CURL (U+02A8)","t","tc"
"U+00100+","ʩ","caa9","LATIN SMALL LETTER FENG DIGRAPH (U+02A9)","f","fn"
"U+00100+","ʪ","caaa","LATIN SMALL LETTER LS DIGRAPH (U+02AA)","l","ls"
"U+00100+","ʫ","caab","LATIN SMALL LETTER LZ DIGRAPH (U+02AB)","l","lz"
"U+00100+","ʬ","caac","LATIN LETTER BILABIAL PERCUSSIVE (U+02AC)","w","ww"
"U+00100+","ʭ","caad","LATIN LETTER BIDENTAL PERCUSSIVE (U+02AD)","n","nn"
"U+00100+","ʮ","caae","LATIN SMALL LETTER TURNED H WITH FISHHOOK (U+02AE)","h","h"
"U+00100+","ʯ","caaf","LATIN SMALL LETTER TURNED H WITH FISHHOOK AND TAIL (U+02AF)","h","h"
"U+00100+","ʰ","cab0","MODIFIER LETTER SMALL H (U+02B0)","h","h"
"U+00100+","ʱ","cab1","MODIFIER LETTER SMALL H WITH HOOK (U+02B1)","h","h"
"U+00100+","ʲ","cab2","MODIFIER LETTER SMALL J (U+02B2)","j","j"
"U+00100+","ʳ","cab3","MODIFIER LETTER SMALL R (U+02B3)","r","r"
"U+00100+","ʴ","cab4","MODIFIER LETTER SMALL TURNED R (U+02B4)","j","j"
"U+00100+","ʵ","cab5","MODIFIER LETTER SMALL TURNED R WITH HOOK (U+02B5)","r","r"
"U+00100+","ʶ","cab6","MODIFIER LETTER SMALL CAPITAL INVERTED R (U+02B6)","R","R"
"U+00100+","ʷ","cab7","MODIFIER LETTER SMALL W (U+02B7)","w","w"
"U+00100+","ʸ","cab8","MODIFIER LETTER SMALL Y (U+02B8)","y","y"
"U+00100+","ʹ","cab9","MODIFIER LETTER PRIME (U+02B9)","'","'"
"U+00100+","ʺ","caba","MODIFIER LETTER DOUBLE PRIME (U+02BA)","""",""""
"U+00100+","ʻ","cabb","MODIFIER LETTER TURNED COMMA (U+02BB)",",",","
"U+00100+","ʼ","cabc","MODIFIER LETTER APOSTROPHE (U+02BC)","'","'"
"U+00100+","ʽ","cabd","MODIFIER LETTER REVERSED COMMA (U+02BD)",",",","
"U+00100+","ʾ","cabe","MODIFIER LETTER RIGHT HALF RING (U+02BE)","'","'"
"U+00100+","ʿ","cabf","MODIFIER LETTER LEFT HALF RING (U+02BF)","'","'"
"U+00100+","ˀ","cb80","MODIFIER LETTER GLOTTAL STOP (U+02C0)","?","?"
"U+00100+","ˁ","cb81","MODIFIER LETTER REVERSED GLOTTAL STOP (U+02C1)","?","?"
"U+00100+","˂","cb82","MODIFIER LETTER LEFT ARROWHEAD (U+02C2)","<","<"
"U+00100+","˃","cb83","MODIFIER LETTER RIGHT ARROWHEAD (U+02C3)",">",">"
"U+00100+","˄","cb84","MODIFIER LETTER UP ARROWHEAD (U+02C4)","^","^"
"U+00100+","˅","cb85","MODIFIER LETTER DOWN ARROWHEAD (U+02C5)","v","v"
"U+00100+","ˆ","cb86","MODIFIER LETTER CIRCUMFLEX ACCENT (U+02C6)","^","^"
"U+00100+","ˇ","cb87","CARON (U+02C7)","v","v"
"U+00100+","ˈ","cb88","MODIFIER LETTER VERTICAL LINE (U+02C8)","'","'"
"U+00100+","ˉ","cb89","MODIFIER LETTER MACRON (U+02C9)","-","-"
"U+00100+","ˊ","cb8a","MODIFIER LETTER ACUTE ACCENT (U+02CA)","'","'"
"U+00100+","ˋ","cb8b","MODIFIER LETTER GRAVE ACCENT (U+02CB)","`","`"
"U+00100+","ˌ","cb8c","MODIFIER LETTER LOW VERTICAL LINE (U+02CC)",",",","
"U+00100+","ˍ","cb8d","MODIFIER LETTER LOW MACRON (U+02CD)","_","_"
"U+00100+","ˎ","cb8e","MODIFIER LETTER LOW GRAVE ACCENT (U+02CE)",",",","
"U+00100+","ˏ","cb8f","MODIFIER LETTER LOW ACUTE ACCENT (U+02CF)",",",","
"U+00100+","ː","cb90","MODIFIER LETTER TRIANGULAR COLON (U+02D0)",":",":"
"U+00100+","ˑ","cb91","MODIFIER LETTER HALF TRIANGULAR COLON (U+02D1)",".","."
"U+00100+","˒","cb92","MODIFIER LETTER CENTRED RIGHT HALF RING (U+02D2)",",",","
"U+00100+","˓","cb93","MODIFIER LETTER CENTRED LEFT HALF RING (U+02D3)",",",","
"U+00100+","˔","cb94","MODIFIER LETTER UP TACK (U+02D4)",,
"U+00100+","˕","cb95","MODIFIER LETTER DOWN TACK (U+02D5)",,
"U+00100+","˖","cb96","MODIFIER LETTER PLUS SIGN (U+02D6)",,
"U+00100+","˗","cb97","MODIFIER LETTER MINUS SIGN (U+02D7)",,
"U+00100+","˘","cb98","BREVE (U+02D8)",,
"U+00100+","˙","cb99","DOT ABOVE (U+02D9)",,
"U+00100+","˚","cb9a","RING ABOVE (U+02DA)",,
"U+00100+","˛","cb9b","OGONEK (U+02DB)",,
"U+00100+","˜","cb9c","SMALL TILDE (U+02DC)",,
"U+00100+","˝","cb9d","DOUBLE ACUTE ACCENT (U+02DD)",,
"U+00100+","˞","cb9e","MODIFIER LETTER RHOTIC HOOK (U+02DE)",,
"U+00100+","˟","cb9f","MODIFIER LETTER CROSS ACCENT (U+02DF)",,
"U+00100+","ˠ","cba0","MODIFIER LETTER SMALL GAMMA (U+02E0)",,
"U+00100+","ˡ","cba1","MODIFIER LETTER SMALL L (U+02E1)",,
"U+00100+","ˢ","cba2","MODIFIER LETTER SMALL S (U+02E2)",,
"U+00100+","ˣ","cba3","MODIFIER LETTER SMALL X (U+02E3)",,
"U+00100+","ˤ","cba4","MODIFIER LETTER SMALL REVERSED GLOTTAL STOP (U+02E4)",,
"U+00100+","˥","cba5","MODIFIER LETTER EXTRA-HIGH TONE BAR (U+02E5)",,
"U+00100+","˦","cba6","MODIFIER LETTER HIGH TONE BAR (U+02E6)",,
"U+00100+","˧","cba7","MODIFIER LETTER MID TONE BAR (U+02E7)",,
"U+00100+","˨","cba8","MODIFIER LETTER LOW TONE BAR (U+02E8)",,
"U+00100+","˩","cba9","MODIFIER LETTER EXTRA-LOW TONE BAR (U+02E9)",,
"U+00100+","˪","cbaa","MODIFIER LETTER YIN DEPARTING TONE MARK (U+02EA)",,
"U+00100+","˫","cbab","MODIFIER LETTER YANG DEPARTING TONE MARK (U+02EB)",,
"U+00100+","ˬ","cbac","MODIFIER LETTER VOICING (U+02EC)",,
"U+00100+","˭","cbad","MODIFIER LETTER UNASPIRATED (U+02ED)",,
"U+00100+","ˮ","cbae","MODIFIER LETTER DOUBLE APOSTROPHE (U+02EE)",,
"U+00100+","˯","cbaf","MODIFIER LETTER LOW DOWN ARROWHEAD (U+02EF)",,
"U+00100+","˰","cbb0","MODIFIER LETTER LOW UP ARROWHEAD (U+02F0)",,
"U+00100+","˱","cbb1","MODIFIER LETTER LOW LEFT ARROWHEAD (U+02F1)",,
"U+00100+","˲","cbb2","MODIFIER LETTER LOW RIGHT ARROWHEAD (U+02F2)",,
"U+00100+","˳","cbb3","MODIFIER LETTER LOW RING (U+02F3)",,
"U+00100+","˴","cbb4","MODIFIER LETTER MIDDLE GRAVE ACCENT (U+02F4)",,
"U+00100+","˵","cbb5","MODIFIER LETTER MIDDLE DOUBLE GRAVE ACCENT (U+02F5)",,
"U+00100+","˶","cbb6","MODIFIER LETTER MIDDLE DOUBLE ACUTE ACCENT (U+02F6)",,
"U+00100+","˷","cbb7","MODIFIER LETTER LOW TILDE (U+02F7)",,
"U+00100+","˸","cbb8","MODIFIER LETTER RAISED COLON (U+02F8)",,
"U+00100+","˹","cbb9","MODIFIER LETTER BEGIN HIGH TONE (U+02F9)",,
